0.792419,-0.382564
0.344757,0.564778
0.104736,-1.190335
0.655334,-1.759466
0.767212,0.513291
0.874542,-0.516252
0.521912,-0.190439
0.276703,1.124387
0.606842,-0.172385
0.277588,0.984509
0.447174,-1.009536
0.396454,0.768409
0.664307,-0.869522
0.544373,-0.248906
0.261169,-0.666346
0.316650,1.497049
0.201996,1.320403
0.882172,-1.206463
0.858032,-0.192111
0.306427,0.518961
0.057495,-1.321329
0.343231,1.991532
0.886383,-0.490936
0.504517,-0.013936
0.061127,0.775966
0.196777,2.233269
0.757599,-0.739809
0.519012,-0.088799
0.361786,-1.263097
0.576813,-0.661808
0.828125,-0.613774
0.505585,-0.021546
0.317139,-1.395111
0.436127,0.592028
0.661896,0.907910
0.005524,0.031523
0.104675,-1.122146
0.338562,1.804043
0.778839,-0.319828
0.324707,0.630565
0.709473,0.603339
0.120178,0.567846
0.796143,-0.063608
0.734985,-0.672241
0.445526,1.211793
0.950989,-0.385429
0.368469,-0.254653
0.278839,1.389945
0.666138,0.425068
0.828156,-0.794880
0.832886,-0.584981
0.459198,0.153344
0.820282,0.616620
0.032196,0.126468
0.965515,-0.219344
0.594757,-0.148577
0.510803,-1.024957
0.577332,-0.541299
0.755371,0.536226
0.123016,0.523024
0.710846,0.317634
0.187195,0.762698
0.602539,-0.681679
0.631592,-0.740621
0.794769,0.315492
0.827057,-0.599893
0.845795,0.466901
0.899384,-0.341995
0.539703,-0.499917
0.324310,0.991743
0.027130,-0.358412
0.728699,-2.661909
0.754059,0.586089
0.107605,0.470181
0.798523,0.392958
0.849609,-0.543661
0.689392,-0.708099
0.596710,-0.492429
0.877625,-0.223055
0.678101,-0.459695
0.891418,-0.071988
0.273987,0.474026
0.958527,0.075098
0.208466,0.281205
0.647095,0.914952
0.968628,-0.182725
0.983887,0.079059
0.822266,-0.161983
0.683319,-0.654871
0.385071,0.576829
0.684540,-0.238961
0.294250,0.837206
0.274109,-1.341314
0.406891,0.888446
0.793060,0.114102
0.776794,-0.671336
0.412048,0.353439
0.207245,1.283865
0.837311,0.573128
0.044159,0.163230
0.200470,-0.582896
0.697296,-1.695410
0.920380,0.071027
0.777893,-0.401115
0.122681,-1.136451
0.343597,1.704354
0.393036,0.626365
0.174225,1.214650
0.344330,1.101676
0.886047,-0.958447
0.825012,-0.347851
0.655243,-0.513531
0.705200,0.833222
0.987518,-0.065480
0.181488,1.802032
0.964630,-0.407201
0.556671,-0.614564
0.346100,0.890995
0.610718,-0.897423
0.429565,0.425292
0.101379,-0.684764
0.301849,2.027035
0.749359,-0.367058
0.669739,-0.665088
0.390686,-1.344421
0.468597,0.268762
0.951691,-0.307031
0.535187,-0.069008
0.636993,-0.839726
0.422638,0.443681
0.348633,-1.370747
0.553406,-0.478044
0.996399,0.084221
0.979248,-0.011044
0.143402,-0.972080
0.667908,-1.714429
0.478668,1.032217
0.088196,0.638767
0.049622,-2.335983
0.548920,-0.741515
0.140137,1.443914
0.879852,-1.358450
0.278229,-0.074811
0.257446,1.597819
0.216125,1.368255
0.892822,-1.091637
0.979523,-0.195565
0.544373,-0.055982
0.349121,1.444711
0.014526,0.132229
0.546417,-1.008329
0.565247,-0.438199
0.568939,0.535841
0.165833,0.916972
0.685516,-0.230328
0.292694,0.837923
0.180969,-0.130364
0.261230,1.844414
0.661713,-0.758115
0.407043,0.501108
0.218872,-1.722415
0.475433,0.267998
0.623138,0.918856
0.946838,-0.318868
0.618164,-0.567220
0.348145,0.800165
0.412231,-1.331286
0.500519,-0.004340
0.766632,0.035074
0.757660,-0.728194
0.769501,0.135776
0.219971,0.711050
0.587769,-0.288277
0.295105,0.989818
0.336182,-1.366099
0.438049,0.560341
0.814087,0.580016
0.070190,0.273783
0.361664,0.682659
0.170563,1.252221
0.605713,-0.993413
0.479950,0.125815
0.522705,-0.243601
0.284302,1.112715
0.171234,1.848441
0.971405,-0.335725
0.759796,-0.563482
0.612549,-0.481558
0.546509,-0.529130
0.329926,0.963551
0.537598,0.336271
0.798798,-1.062173
0.188202,-1.806821
0.524078,-0.275457
0.435516,0.754301
0.150543,1.045694
0.537720,-0.719631
0.638214,-0.850275
0.474182,-0.257361
0.283783,1.194191
0.212341,1.566035
0.924500,-0.804148
0.085205,1.189488
0.840027,-1.873635
0.979462,-0.203620
0.505127,-0.006562
0.128967,1.896861
0.056702,0.705911
0.170227,0.073952
0.756256,-1.880366
0.868225,-0.523608
0.472351,0.091889
0.688995,0.713152
0.904755,-0.486267
0.302490,-1.476961
0.547882,-0.458257
0.274658,1.094376
0.869171,-1.177623
0.770294,-0.719272
0.485016,0.067919
0.170197,1.340375
0.876160,-1.320983
0.225159,1.708370
0.023285,0.251739
0.856750,0.413024
0.883240,-0.372328
0.091644,-2.185805
0.496796,0.044014
0.008179,-1.659708
0.339905,2.618742
0.107880,1.920826
0.932037,-0.874017
0.322906,-0.618266
0.317444,1.370596
0.060364,-2.321497
0.467896,0.474746
0.388702,-1.332694
0.539459,-0.337355
0.817993,0.460006
0.879242,-0.436116
0.236938,-0.943090
0.343781,1.410848
0.570740,-1.054463
0.485138,0.098754
0.742767,0.601732
0.107544,0.482351
0.679993,0.146000
0.223419,0.866043
0.526947,0.569605
0.166077,0.978192
0.046387,1.165701
0.172058,2.186921
0.516174,0.054448
0.757538,-1.148763
0.401306,-0.412797
0.299408,1.286725
0.817535,0.627621
0.023895,0.094944
0.428711,-0.211190
0.724060,-1.284268
0.063995,-1.897160
0.599976,-1.377923
0.123047,-0.202989
0.265808,2.036952
0.886688,0.213166
0.821564,-0.441683
0.290039,-1.429069
0.568695,-0.658212
0.670227,0.773154
0.083893,0.450012
0.595856,-0.898454
0.577789,-0.477800
0.247864,-1.230888
0.381866,1.129011
0.071960,-1.341431
0.650604,-1.861140
0.692078,-0.791333
0.563141,-0.331520
0.480652,1.043346
0.084625,0.613722
0.857086,-0.252739
0.325195,0.494527
0.448669,-0.691234
0.341919,1.060723
0.829742,-0.609232
0.488007,0.045997
0.774384,0.011106
0.752472,-0.715019
0.944824,-0.301866
0.573242,-0.149632
0.815094,0.632890
0.977173,-0.091401
0.520874,0.204104
0.221405,1.123760
0.360840,1.423820
0.011902,0.106674
0.973206,-0.230855
0.478058,0.032030
0.900391,0.456393
0.013733,0.039479
0.460022,-1.236778
0.480438,0.152783
0.686462,-0.104860
0.730713,-0.861053
0.717896,-0.723473
0.575836,-0.373429
0.505951,0.474477
0.816620,-1.066538
0.243225,-1.377016
0.402710,0.965072
0.561127,0.404518
0.811401,-0.995983
0.475220,1.191996
0.965942,-0.259042
0.368958,1.281383
0.069031,0.593469
0.137573,0.153380
0.237732,1.985868
0.083801,-1.909107
0.413940,1.146266
0.394135,-0.539804
0.314728,1.253291
0.150482,0.684047
0.807159,-1.822060
0.975677,-0.114853
0.663422,-0.189882
0.693512,0.281731
0.803406,-0.807837
0.933350,-0.369650
0.484467,0.036193
0.548889,0.957847
0.080597,0.531269
0.175323,-0.263896
0.727417,-1.847323
0.344940,0.643221
0.822662,-1.309594
0.443176,0.295966
0.787262,-1.240959
0.537964,0.088302
0.237366,1.110014
0.883759,-0.425571
0.413544,0.256967
0.809387,0.649049
0.989929,-0.041125
0.872864,0.342286
0.863953,-0.393436
0.730377,0.399685
0.834106,-0.684573
0.247467,0.833756
0.833130,-1.448381
0.100403,0.381132
0.221558,2.109945
0.602264,0.382162
0.188049,0.931703
0.865784,0.254988
0.171234,0.472463
0.806641,0.633392
0.041504,0.169023
0.024628,1.165101
0.179596,2.459737
0.399139,0.462705
0.194550,1.273889
0.424286,-1.253079
0.453125,0.380117
0.014618,-2.882747
0.479401,0.375210
