0,0.4,0.4
0.01,0.403251,0.393657
0.02,0.406605,0.387427
0.03,0.410062,0.381309
0.04,0.413625,0.3753
0.05,0.417293,0.3694
0.06,0.421067,0.363605
0.07,0.424948,0.357916
0.08,0.428938,0.352329
0.09,0.433038,0.346844
0.1,0.437247,0.341458
0.11,0.441569,0.33617
0.12,0.446003,0.330978
0.13,0.450551,0.325882
0.14,0.455215,0.320878
0.15,0.459995,0.315966
0.16,0.464893,0.311145
0.17,0.469911,0.306412
0.18,0.47505,0.301767
0.19,0.480311,0.297207
0.2,0.485696,0.292732
0.21,0.491207,0.28834
0.22,0.496846,0.28403
0.23,0.502613,0.2798
0.24,0.508512,0.275649
0.25,0.514543,0.271576
0.26,0.520708,0.26758
0.27,0.527011,0.263659
0.28,0.533451,0.259811
0.29,0.540032,0.256037
0.3,0.546756,0.252334
0.31,0.553624,0.248702
0.32,0.560639,0.245139
0.33,0.567802,0.241644
0.34,0.575117,0.238216
0.35,0.582586,0.234854
0.36,0.590211,0.231557
0.37,0.597994,0.228324
0.38,0.605938,0.225154
0.39,0.614045,0.222046
0.4,0.622318,0.218998
0.41,0.630759,0.216011
0.42,0.639372,0.213082
0.43,0.648159,0.210211
0.44,0.657123,0.207398
0.45,0.666266,0.20464
0.46,0.675592,0.201938
0.47,0.685103,0.199291
0.48,0.694803,0.196696
0.49,0.704695,0.194155
0.5,0.714781,0.191666
0.51,0.725065,0.189228
0.52,0.73555,0.18684
0.53,0.74624,0.184502
0.54,0.757138,0.182213
0.55,0.768247,0.179972
0.56,0.779571,0.177779
0.57,0.791114,0.175632
0.58,0.802878,0.173531
0.59,0.814868,0.171477
0.6,0.827088,0.169466
0.61,0.839541,0.1675
0.62,0.852231,0.165578
0.63,0.865162,0.163699
0.64,0.878339,0.161862
0.65,0.891765,0.160067
0.66,0.905444,0.158314
0.67,0.919381,0.156601
0.68,0.933579,0.154929
0.69,0.948044,0.153296
0.7,0.96278,0.151703
0.71,0.977791,0.150149
0.72,0.993082,0.148633
0.73,1.008657,0.147155
0.74,1.024521,0.145715
0.75,1.040679,0.144311
0.76,1.057136,0.142945
0.77,1.073896,0.141615
0.78,1.090965,0.140322
0.79,1.108348,0.139064
0.8,1.12605,0.137841
0.81,1.144076,0.136654
0.82,1.162431,0.135502
0.83,1.181121,0.134384
0.84,1.200151,0.1333
0.85,1.219526,0.132251
0.86,1.239253,0.131236
0.87,1.259337,0.130254
0.88,1.279783,0.129306
0.89,1.300597,0.128391
0.9,1.321786,0.127509
0.91,1.343354,0.126661
0.92,1.365309,0.125846
0.93,1.387656,0.125063
0.94,1.410401,0.124314
0.95,1.43355,0.123597
0.96,1.45711,0.122913
0.97,1.481086,0.122262
0.98,1.505486,0.121644
0.99,1.530316,0.121059
1,1.555581,0.120506
1.01,1.581289,0.119987
1.02,1.607446,0.119501
1.03,1.634059,0.119049
1.04,1.661134,0.11863
1.05,1.688679,0.118244
1.06,1.716698,0.117893
1.07,1.745201,0.117576
1.08,1.774192,0.117294
1.09,1.80368,0.117046
1.1,1.83367,0.116834
1.11,1.864169,0.116657
1.12,1.895186,0.116517
1.13,1.926725,0.116413
1.14,1.958794,0.116346
1.15,1.991399,0.116317
1.16,2.024548,0.116326
1.17,2.058248,0.116374
1.18,2.092503,0.116461
1.19,2.127323,0.116589
1.2,2.162711,0.116758
1.21,2.198677,0.116969
1.22,2.235224,0.117223
1.23,2.272361,0.11752
1.24,2.310092,0.117863
1.25,2.348424,0.118251
1.26,2.387362,0.118687
1.27,2.426913,0.119171
1.28,2.467081,0.119704
1.29,2.507873,0.120289
1.3,2.549292,0.120926
1.31,2.591343,0.121617
1.32,2.634031,0.122364
1.33,2.67736,0.123169
1.34,2.721334,0.124033
1.35,2.765956,0.124958
1.36,2.811229,0.125947
1.37,2.857156,0.127002
1.38,2.903738,0.128125
1.39,2.950976,0.129318
1.4,2.998873,0.130584
1.41,3.047428,0.131927
1.42,3.096641,0.133348
1.43,3.146511,0.134852
1.44,3.197036,0.136441
1.45,3.248213,0.138119
1.46,3.300038,0.139889
1.47,3.352508,0.141756
1.48,3.405616,0.143724
1.49,3.459355,0.145797
1.5,3.513719,0.14798
1.51,3.568697,0.150278
1.52,3.624279,0.152695
1.53,3.680453,0.155239
1.54,3.737206,0.157914
1.55,3.794521,0.160726
1.56,3.852382,0.163683
1.57,3.91077,0.166791
1.58,3.969664,0.170058
1.59,4.02904,0.173491
1.6,4.088872,0.177099
1.61,4.149132,0.180891
1.62,4.20979,0.184876
1.63,4.270811,0.189063
1.64,4.332159,0.193464
1.65,4.393794,0.198088
1.66,4.455672,0.202949
1.67,4.517746,0.208058
1.68,4.579965,0.213428
1.69,4.642275,0.219072
1.7,4.704616,0.225007
1.71,4.766924,0.231246
1.72,4.82913,0.237806
1.73,4.891162,0.244704
1.74,4.952939,0.251958
1.75,5.014377,0.259587
1.76,5.075387,0.267611
1.77,5.135871,0.27605
1.78,5.195727,0.284927
1.79,5.254846,0.294264
1.8,5.313111,0.304086
1.81,5.3704,0.314417
1.82,5.426581,0.325284
1.83,5.481517,0.336713
