1.003656 ,1.008182 ,1.009558 ,1.001065 ,1.006562 ,1.002411 ,1.002979 ,1.003962 ,1.006801 ,1.008463 ,1.000208 ,1.002780 ,1.000121 ,1.005333 ,1.007592 ,1.003154 ,1.003867 ,1.008896 ,1.005909 ,1.003087 ,1.009211 ,1.001951 ,1.000714 ,1.006115 ,1.009622 ,1.000500 ,1.008950 ,1.000722 ,1.005600 ,1.006300 ,1.001792 ,1.006005 ,1.005648 ,1.005641 ,1.003752 ,1.003585 ,1.003498 ,1.004391 ,1.008029 ,1.005773 ,1.001592 ,1.009282 ,1.008112 ,1.009983 ,1.000804 ,1.005453 ,1.005631 ,1.009399 ,1.006420 ,1.000234 ,1.004458 ,1.009886 ,1.000362 ,1.003190 ,1.001058 ,1.003153 ,1.009665 ,1.002407 ,1.001095 ,1.006171 ,1.001204 ,1.007030 ,1.002276 ,1.006836 ,1.002672 ,1.006057 ,1.003458 ,1.005879 ,1.009806 ,1.003372 ,1.000001 ,1.005035 ,1.009859 ,1.009038 ,1.005362 ,1.001457 ,1.001333 ,1.006837 ,1.008955 ,1.008375 ,1.009954 ,1.008053 ,1.000248 ,1.002015 ,1.000894 ,1.001519 ,1.009116 ,1.004763 ,1.007255 ,1.009901 ,1.002439 ,1.004573 ,1.004788 ,1.002238 ,1.006961 ,1.000641 ,1.002875 ,1.002729 ,1.008385 ,1.005310
1.001755 ,1.005780 ,1.006726 ,1.002239 ,1.005996 ,1.007283 ,1.007915 ,1.000815 ,1.004227 ,1.002161 ,1.001648 ,1.006819 ,1.005112 ,1.008155 ,1.005488 ,1.009339 ,1.009577 ,1.005864 ,1.005218 ,1.003932 ,1.009287 ,1.005034 ,1.001440 ,1.002041 ,1.001371 ,1.007098 ,1.002431 ,1.006659 ,1.009401 ,1.003960 ,1.003239 ,1.004242 ,1.000615 ,1.003043 ,1.001038 ,1.002871 ,1.009398 ,1.008568 ,1.006728 ,1.006671 ,1.007005 ,1.009101 ,1.002790 ,1.006471 ,1.007540 ,1.001340 ,1.007383 ,1.006720 ,1.000181 ,1.000150 ,1.004696 ,1.008649 ,1.007657 ,1.004857 ,1.001555 ,1.009688 ,1.000974 ,1.001787 ,1.000267 ,1.009129 ,1.000393 ,1.003050 ,1.007727 ,1.000037 ,1.002655 ,1.001584 ,1.000767 ,1.007420 ,1.004459 ,1.002442 ,1.007759 ,1.002638 ,1.002187 ,1.000333 ,1.006465 ,1.004068 ,1.007883 ,1.003409 ,1.008141 ,1.004021 ,1.001475 ,1.003303 ,1.007884 ,1.001902 ,1.009258 ,1.001421 ,1.001241 ,1.003628 ,1.008615 ,1.001481 ,1.007051 ,1.007288 ,1.008997 ,1.008298 ,1.006556 ,1.005060 ,1.009145 ,1.002830 ,1.008746 ,1.001375
1.000574 ,1.003457 ,1.001964 ,1.007328 ,1.007293 ,1.003533 ,1.001754 ,1.001348 ,1.001784 ,1.005163 ,1.004968 ,1.006106 ,1.007229 ,1.009248 ,1.000113 ,1.001680 ,1.005986 ,1.001776 ,1.003954 ,1.004973 ,1.004315 ,1.006355 ,1.004365 ,1.005374 ,1.003356 ,1.003008 ,1.009434 ,1.006673 ,1.006354 ,1.003206 ,1.002807 ,1.005222 ,1.002137 ,1.001165 ,1.005299 ,1.004357 ,1.004841 ,1.001376 ,1.002739 ,1.005051 ,1.009888 ,1.002402 ,1.000072 ,1.002838 ,1.006212 ,1.006912 ,1.001714 ,1.000970 ,1.004734 ,1.007973 ,1.008152 ,1.009837 ,1.003093 ,1.001586 ,1.008792 ,1.002627 ,1.006617 ,1.005478 ,1.001066 ,1.007239 ,1.005553 ,1.004139 ,1.005782 ,1.004452 ,1.008544 ,1.000114 ,1.008723 ,1.002336 ,1.002353 ,1.001538 ,1.008502 ,1.006913 ,1.007840 ,1.005928 ,1.000660 ,1.009080 ,1.002193 ,1.000221 ,1.008021 ,1.007762 ,1.007397 ,1.007063 ,1.007291 ,1.009334 ,1.004967 ,1.007348 ,1.001912 ,1.003284 ,1.006922 ,1.009009 ,1.001161 ,1.004123 ,1.003010 ,1.002054 ,1.005503 ,1.009552 ,1.004188 ,1.009857 ,1.008193 ,1.004878
1.002346 ,1.006695 ,1.003126 ,1.003674 ,1.006285 ,1.001541 ,1.008939 ,1.004695 ,1.003943 ,1.008099 ,1.009365 ,1.005042 ,1.000870 ,1.001096 ,1.009830 ,1.009576 ,1.004959 ,1.008819 ,1.000309 ,1.006583 ,1.007417 ,1.001904 ,1.004426 ,1.009686 ,1.009995 ,1.008377 ,1.004803 ,1.006011 ,1.008463 ,1.004943 ,1.004665 ,1.000598 ,1.002341 ,1.004522 ,1.005692 ,1.007072 ,1.000866 ,1.000042 ,1.002115 ,1.004547 ,1.005230 ,1.004474 ,1.001077 ,1.000800 ,1.007047 ,1.007124 ,1.009224 ,1.001678 ,1.003087 ,1.006172 ,1.005564 ,1.006764 ,1.006246 ,1.007462 ,1.000566 ,1.001293 ,1.002777 ,1.009534 ,1.001512 ,1.004316 ,1.005766 ,1.004925 ,1.004096 ,1.003109 ,1.004857 ,1.007697 ,1.000282 ,1.003845 ,1.002229 ,1.007231 ,1.002397 ,1.008500 ,1.004825 ,1.008269 ,1.003491 ,1.008024 ,1.002823 ,1.007197 ,1.003931 ,1.001751 ,1.004371 ,1.004586 ,1.004260 ,1.003063 ,1.006553 ,1.003983 ,1.004290 ,1.001307 ,1.002626 ,1.006951 ,1.008463 ,1.009956 ,1.005489 ,1.004352 ,1.007444 ,1.001024 ,1.007413 ,1.003893 ,1.005978 ,1.005731
1.006018 ,1.003911 ,1.006990 ,1.001416 ,1.006496 ,1.003413 ,1.001938 ,1.004702 ,1.000093 ,1.008365 ,1.007408 ,1.000910 ,1.008830 ,1.004234 ,1.007978 ,1.009720 ,1.006484 ,1.004770 ,1.005305 ,1.007091 ,1.005812 ,1.007053 ,1.003488 ,1.003419 ,1.002028 ,1.002775 ,1.000665 ,1.007955 ,1.002530 ,1.005787 ,1.006863 ,1.009468 ,1.002877 ,1.005880 ,1.008103 ,1.003159 ,1.009014 ,1.008829 ,1.006750 ,1.003823 ,1.005750 ,1.002681 ,1.008113 ,1.005268 ,1.001484 ,1.000293 ,1.003300 ,1.005973 ,1.009183 ,1.008123 ,1.008317 ,1.001008 ,1.003604 ,1.001265 ,1.009420 ,1.000194 ,1.004777 ,1.004746 ,1.004716 ,1.002517 ,1.007726 ,1.001055 ,1.002018 ,1.006796 ,1.008451 ,1.003941 ,1.002941 ,1.008591 ,1.006147 ,1.008445 ,1.003258 ,1.003374 ,1.001689 ,1.007194 ,1.009501 ,1.005937 ,1.002353 ,1.002939 ,1.001808 ,1.006060 ,1.002794 ,1.007341 ,1.003033 ,1.000422 ,1.002271 ,1.006015 ,1.004089 ,1.000768 ,1.008130 ,1.009814 ,1.005555 ,1.008323 ,1.005522 ,1.002373 ,1.005526 ,1.004451 ,1.003384 ,1.003893 ,1.003712 ,1.007577
1.006666 ,1.001185 ,1.001797 ,1.006344 ,1.004806 ,1.003956 ,1.000030 ,1.009032 ,1.006456 ,1.007347 ,1.000085 ,1.009219 ,1.000461 ,1.000728 ,1.004161 ,1.007696 ,1.003084 ,1.002727 ,1.000329 ,1.000631 ,1.001483 ,1.002531 ,1.004138 ,1.003985 ,1.003437 ,1.007416 ,1.006468 ,1.004173 ,1.003322 ,1.006538 ,1.007624 ,1.004979 ,1.004340 ,1.000976 ,1.007696 ,1.000722 ,1.006994 ,1.000016 ,1.003157 ,1.005666 ,1.003812 ,1.003694 ,1.009713 ,1.009688 ,1.000330 ,1.001582 ,1.001407 ,1.000193 ,1.002312 ,1.007828 ,1.005971 ,1.000270 ,1.009230 ,1.002448 ,1.006424 ,1.003118 ,1.003990 ,1.008860 ,1.008926 ,1.002700 ,1.008908 ,1.007677 ,1.006882 ,1.000662 ,1.007939 ,1.006743 ,1.001289 ,1.009495 ,1.005147 ,1.007427 ,1.007339 ,1.001951 ,1.009442 ,1.007155 ,1.007273 ,1.006707 ,1.005545 ,1.008205 ,1.009480 ,1.000276 ,1.001223 ,1.002743 ,1.003847 ,1.005174 ,1.000764 ,1.004115 ,1.003367 ,1.004334 ,1.004701 ,1.004381 ,1.001983 ,1.001770 ,1.005788 ,1.008109 ,1.008695 ,1.009487 ,1.001231 ,1.002413 ,1.007907 ,1.000651
1.001161 ,1.003238 ,1.006034 ,1.009002 ,1.003364 ,1.007905 ,1.004348 ,1.004512 ,1.004250 ,1.003897 ,1.008084 ,1.005309 ,1.006089 ,1.003898 ,1.001790 ,1.005831 ,1.000482 ,1.007083 ,1.000927 ,1.001248 ,1.008089 ,1.006655 ,1.009721 ,1.008121 ,1.004605 ,1.003637 ,1.005268 ,1.001318 ,1.002987 ,1.006910 ,1.007882 ,1.007180 ,1.001931 ,1.009500 ,1.007697 ,1.002931 ,1.000598 ,1.001121 ,1.007519 ,1.002343 ,1.009590 ,1.006960 ,1.001929 ,1.007655 ,1.008177 ,1.002719 ,1.002631 ,1.007729 ,1.007777 ,1.005903 ,1.000058 ,1.002471 ,1.001674 ,1.003357 ,1.001221 ,1.003491 ,1.001004 ,1.005061 ,1.003810 ,1.001020 ,1.006976 ,1.004161 ,1.006547 ,1.007069 ,1.009350 ,1.003265 ,1.005786 ,1.004851 ,1.001164 ,1.006979 ,1.008369 ,1.004438 ,1.009709 ,1.000695 ,1.000720 ,1.004677 ,1.003759 ,1.005632 ,1.004202 ,1.001357 ,1.007043 ,1.000125 ,1.006720 ,1.001617 ,1.007975 ,1.007164 ,1.000566 ,1.004619 ,1.005630 ,1.008181 ,1.006527 ,1.008454 ,1.001967 ,1.003091 ,1.004233 ,1.003307 ,1.000313 ,1.006583 ,1.008759 ,1.000877
1.000081 ,1.000653 ,1.003479 ,1.000034 ,1.007752 ,1.003401 ,1.009164 ,1.008739 ,1.004103 ,1.004062 ,1.009336 ,1.002202 ,1.007676 ,1.004301 ,1.001868 ,1.007301 ,1.004513 ,1.005750 ,1.006837 ,1.003244 ,1.004127 ,1.003798 ,1.000626 ,1.008484 ,1.001731 ,1.007627 ,1.006272 ,1.003882 ,1.006714 ,1.006504 ,1.000072 ,1.002121 ,1.007368 ,1.002321 ,1.004432 ,1.003371 ,1.001864 ,1.008380 ,1.006970 ,1.007204 ,1.005479 ,1.004435 ,1.005864 ,1.000753 ,1.004070 ,1.007981 ,1.001460 ,1.003134 ,1.003806 ,1.001793 ,1.004118 ,1.006103 ,1.007140 ,1.007713 ,1.008315 ,1.000974 ,1.005036 ,1.006693 ,1.002997 ,1.001782 ,1.005449 ,1.005080 ,1.008183 ,1.004697 ,1.008047 ,1.007157 ,1.007810 ,1.003687 ,1.005189 ,1.003932 ,1.008843 ,1.002434 ,1.009156 ,1.008176 ,1.006619 ,1.002499 ,1.005619 ,1.005716 ,1.006453 ,1.007730 ,1.003374 ,1.002967 ,1.001489 ,1.004934 ,1.000313 ,1.000728 ,1.006799 ,1.000786 ,1.005652 ,1.004217 ,1.009739 ,1.004995 ,1.008411 ,1.009362 ,1.006547 ,1.009717 ,1.002134 ,1.005338 ,1.005195 ,1.005219
1.005872 ,1.003358 ,1.004491 ,1.001795 ,1.001404 ,1.001713 ,1.009432 ,1.007927 ,1.006718 ,1.007056 ,1.002804 ,1.004703 ,1.005737 ,1.001948 ,1.003032 ,1.006477 ,1.004291 ,1.008642 ,1.008287 ,1.007785 ,1.002350 ,1.009123 ,1.006831 ,1.006511 ,1.002496 ,1.001399 ,1.003623 ,1.003296 ,1.004651 ,1.002039 ,1.003168 ,1.007206 ,1.007056 ,1.004960 ,1.008621 ,1.007647 ,1.003492 ,1.006470 ,1.007136 ,1.002526 ,1.006762 ,1.006553 ,1.001469 ,1.002665 ,1.008413 ,1.006413 ,1.007831 ,1.002469 ,1.004718 ,1.002256 ,1.009986 ,1.006833 ,1.008897 ,1.005338 ,1.009605 ,1.004316 ,1.009597 ,1.008244 ,1.002867 ,1.006545 ,1.005618 ,1.007436 ,1.003312 ,1.003887 ,1.006888 ,1.002037 ,1.000939 ,1.007356 ,1.001691 ,1.008873 ,1.007562 ,1.006785 ,1.000144 ,1.003758 ,1.008406 ,1.005231 ,1.003924 ,1.009036 ,1.009966 ,1.009648 ,1.002239 ,1.007372 ,1.004101 ,1.007794 ,1.004064 ,1.001786 ,1.008392 ,1.001400 ,1.006609 ,1.001946 ,1.002737 ,1.005580 ,1.000052 ,1.006705 ,1.002209 ,1.004499 ,1.008510 ,1.002892 ,1.006154 ,1.003285
1.007269 ,1.000348 ,1.003542 ,1.006190 ,1.006261 ,1.003220 ,1.004572 ,1.001013 ,1.009787 ,1.007495 ,1.008520 ,1.009753 ,1.002499 ,1.004790 ,1.007841 ,1.005530 ,1.001620 ,1.002394 ,1.008524 ,1.005750 ,1.005428 ,1.009556 ,1.006689 ,1.001512 ,1.007975 ,1.000021 ,1.001441 ,1.003282 ,1.000068 ,1.000823 ,1.003971 ,1.002795 ,1.006496 ,1.007321 ,1.002910 ,1.001232 ,1.009505 ,1.004492 ,1.005925 ,1.003624 ,1.008523 ,1.004463 ,1.007575 ,1.009522 ,1.006141 ,1.000310 ,1.003413 ,1.009906 ,1.000336 ,1.006089 ,1.000334 ,1.000355 ,1.002947 ,1.003126 ,1.003180 ,1.000456 ,1.004405 ,1.002561 ,1.007589 ,1.009472 ,1.004706 ,1.004133 ,1.009099 ,1.008252 ,1.000642 ,1.001218 ,1.008496 ,1.007398 ,1.009272 ,1.002122 ,1.003419 ,1.001679 ,1.007652 ,1.007618 ,1.006213 ,1.000693 ,1.008811 ,1.004734 ,1.008023 ,1.005784 ,1.003979 ,1.006794 ,1.009154 ,1.003203 ,1.001060 ,1.009706 ,1.005668 ,1.003525 ,1.009361 ,1.004500 ,1.002237 ,1.007309 ,1.000569 ,1.006122 ,1.001243 ,1.007017 ,1.005976 ,1.008464 ,1.008132 ,1.005176
